time	V(in)	V(out)
1.321028609068866e-003	3.210286e+000	6.696437e-002
1.332210808172267e-003	3.322108e+000	6.216590e-002
1.347563381518413e-003	3.475634e+000	5.691237e-002
1.353300513379503e-003	3.533005e+000	5.521059e-002
1.359037645240593e-003	3.590376e+000	5.360294e-002
1.364774777101684e-003	3.647748e+000	5.208943e-002
1.370511908962774e-003	3.705119e+000	5.067005e-002
1.376249040823864e-003	3.762490e+000	4.934480e-002
1.381986172684955e-003	3.819862e+000	4.811369e-002
1.387723304546045e-003	3.877233e+000	4.697672e-002
1.418114155233513e-003	4.181141e+000	4.145307e-002
1.439218299625066e-003	4.392183e+000	3.821539e-002
1.462853175816344e-003	4.628532e+000	3.514980e-002
1.495253489611977e-003	4.952535e+000	3.174911e-002
1.500000001000002e-003	5.000000e+000	3.129209e-002
1.500000001700002e-003	5.000000e+000	3.129209e-002
1.500000750714285e-003	4.999993e+000	3.129444e-002
1.500001499728568e-003	4.999985e+000	3.129637e-002
1.500002248742850e-003	4.999978e+000	3.129788e-002
1.500002997757133e-003	4.999970e+000	3.129897e-002
1.500003746771416e-003	4.999963e+000	3.129965e-002
1.500004495785698e-003	4.999955e+000	3.129990e-002
1.500005244799981e-003	4.999948e+000	3.129974e-002
1.500010487679960e-003	4.999895e+000	3.130048e-002
1.500020973439918e-003	4.999790e+000	3.130109e-002
1.517039589825949e-003	4.829604e+000	3.295785e-002
1.534058206211980e-003	4.659418e+000	3.488330e-002
1.551076822598010e-003	4.489232e+000	3.707746e-002
1.568095438984041e-003	4.319045e+000	3.954031e-002
1.585114055370072e-003	4.148859e+000	4.227187e-002
1.602132671756102e-003	3.978673e+000	4.527212e-002
1.619151288142133e-003	3.808487e+000	4.854108e-002
1.638360259840190e-003	3.616397e+000	5.300353e-002
1.653872744062414e-003	3.461272e+000	5.735745e-002
1.659191313943218e-003	3.408087e+000	5.903029e-002
1.664509883824023e-003	3.354901e+000	6.087022e-002
1.669828453704827e-003	3.301715e+000	6.287725e-002
1.675147023585631e-003	3.248530e+000	6.505136e-002
1.680465593466435e-003	3.195344e+000	6.739256e-002
1.685784163347240e-003	3.142158e+000	6.990085e-002
1.691102733228044e-003	3.088973e+000	7.257622e-002
1.711383473148773e-003	2.886165e+000	8.570600e-002
1.739847528362154e-003	2.601525e+000	1.129224e-001
1.758594124614764e-003	2.414059e+000	1.417551e-001
1.772057153842405e-003	2.279428e+000	1.757746e-001
1.781124722710729e-003	2.188753e+000	2.131409e-001
1.787856324838430e-003	2.121437e+000	2.581338e-001
1.792084633409252e-003	2.079154e+000	3.038619e-001
1.794301529243428e-003	2.056985e+000	3.442665e-001
1.795756680562294e-003	2.042433e+000	3.962183e-001
1.796693011712453e-003	2.033070e+000	4.734724e-001
1.797804777660442e-003	2.021952e+000	6.294184e-001
1.798728365388362e-003	2.012716e+000	7.851250e-001
1.800976298961916e-003	1.990237e+000	1.164217e+000
1.803149078268284e-003	1.968509e+000	1.518249e+000
1.807494636881019e-003	1.925054e+000	2.191483e+000
1.813113080461879e-003	1.868869e+000	2.987901e+000
1.819081323908396e-003	1.809187e+000	3.702816e+000
1.827358209994909e-003	1.726418e+000	4.438007e+000
1.835535043564903e-003	1.644650e+000	4.848441e+000
1.843953431099661e-003	1.560466e+000	4.990011e+000
1.847947684446228e-003	1.520523e+000	4.999813e+000
1.945277094742363e-003	5.472291e-001	4.999753e+000
2.000000002000002e-003	2.664535e-015	4.998614e+000
2.001100722207221e-003	1.100720e-002	4.999616e+000
2.003302162621660e-003	3.302161e-002	5.000227e+000
2.139791468316860e-003	1.397915e+000	5.000192e+000
2.151998499566861e-003	1.519985e+000	4.990398e+000
2.163676804909695e-003	1.636768e+000	4.907224e+000
2.168748004762645e-003	1.687480e+000	4.750764e+000
2.173813584057805e-003	1.738136e+000	4.431998e+000
2.179117821737439e-003	1.791178e+000	3.949265e+000
2.186154308711138e-003	1.861543e+000	3.088763e+000
2.200227282658536e-003	2.002273e+000	1.034892e+000
2.204266701381036e-003	2.042667e+000	4.619724e-001
2.205663636376457e-003	2.056636e+000	3.484135e-001
2.206950427902298e-003	2.069504e+000	3.165359e-001
2.207599365889211e-003	2.075994e+000	3.051641e-001
2.208723787857670e-003	2.087238e+000	2.890278e-001
2.210300834329570e-003	2.103008e+000	2.705751e-001
2.212511495170824e-003	2.125115e+000	2.500704e-001
2.214969465121555e-003	2.149695e+000	2.318179e-001
2.216616061980604e-003	2.166161e+000	2.214769e-001
2.218973866700552e-003	2.189739e+000	2.085172e-001
2.221320352109798e-003	2.213203e+000	1.973579e-001
2.224636701595523e-003	2.246367e+000	1.838298e-001
2.227783393318339e-003	2.277834e+000	1.729528e-001
2.233173027114808e-003	2.331730e+000	1.574152e-001
2.238352061710992e-003	2.383521e+000	1.453050e-001
2.248710130903360e-003	2.487101e+000	1.263201e-001
2.258378013913445e-003	2.583780e+000	1.127487e-001
2.275254042472742e-003	2.752540e+000	9.540195e-002
2.292952876532905e-003	2.929529e+000	8.221440e-002
2.320972070535722e-003	3.209721e+000	6.698832e-002
2.332146250676150e-003	3.321462e+000	6.218961e-002
2.347486997214491e-003	3.474870e+000	5.693587e-002
2.356678130594949e-003	3.566781e+000	5.429355e-002
2.365869263975408e-003	3.658693e+000	5.184856e-002
2.375060397355866e-003	3.750604e+000	4.960091e-002
2.384251530736324e-003	3.842515e+000	4.755060e-002
2.393442664116782e-003	3.934427e+000	4.569762e-002
2.402633797497241e-003	4.026338e+000	4.404198e-002
2.411824930877699e-003	4.118249e+000	4.258368e-002
2.445763522499733e-003	4.457635e+000	3.764752e-002
2.500000002100004e-003	5.000000e+000	3.131734e-002
2.500000751200001e-003	4.999993e+000	3.131422e-002
2.500001500299998e-003	4.999985e+000	3.131152e-002
2.500002249399995e-003	4.999978e+000	3.130926e-002
2.500002998499992e-003	4.999970e+000	3.130743e-002
2.500003747599989e-003	4.999963e+000	3.130604e-002
2.500004496699986e-003	4.999955e+000	3.130508e-002
2.500005245799983e-003	4.999948e+000	3.130455e-002
2.500010488679962e-003	4.999895e+000	3.130163e-002
2.500020974439920e-003	4.999790e+000	3.130111e-002
2.517024481140834e-003	4.829755e+000	3.295643e-002
2.534027987841749e-003	4.659720e+000	3.487972e-002
2.551031494542663e-003	4.489685e+000	3.707099e-002
2.568035001243577e-003	4.319650e+000	3.953024e-002
2.585038507944492e-003	4.149615e+000	4.225746e-002
2.602042014645406e-003	3.979580e+000	4.525266e-002
2.619045521346320e-003	3.809545e+000	4.851583e-002
2.638216055055367e-003	3.617840e+000	5.296462e-002
2.653710450744358e-003	3.462896e+000	5.730631e-002
2.658793205596049e-003	3.412068e+000	5.890290e-002
2.663875960447741e-003	3.361240e+000	6.064737e-002
2.668958715299432e-003	3.310413e+000	6.253973e-002
2.674041470151123e-003	3.259585e+000	6.457997e-002
2.679124225002814e-003	3.208758e+000	6.676809e-002
2.684206979854506e-003	3.157930e+000	6.910410e-002
2.689289734706197e-003	3.107103e+000	7.158799e-002
2.707900942617283e-003	2.920991e+000	8.330976e-002
2.739016647041981e-003	2.609833e+000	1.122009e-001
2.758299840991321e-003	2.417002e+000	1.413100e-001
2.772069662927422e-003	2.279303e+000	1.759365e-001
2.781225024022323e-003	2.187750e+000	2.137388e-001
2.787947948267023e-003	2.120521e+000	2.589099e-001
2.792118957774075e-003	2.078810e+000	3.043386e-001
2.794324967845211e-003	2.056750e+000	3.448398e-001
2.795771280722280e-003	2.042287e+000	3.970264e-001
2.796704183337402e-003	2.032958e+000	4.745708e-001
2.797803803402280e-003	2.021962e+000	6.292316e-001
2.798715091954021e-003	2.012849e+000	7.828867e-001
2.800967654466381e-003	1.990324e+000	1.162756e+000
2.803171960428794e-003	1.968280e+000	1.521807e+000
2.807580572353620e-003	1.924194e+000	2.204327e+000
2.813177109268586e-003	1.868229e+000	2.996603e+000
2.819138596612854e-003	1.808614e+000	3.709298e+000
2.827400170500322e-003	1.725998e+000	4.441469e+000
2.835546978048418e-003	1.644530e+000	4.848977e+000
2.843991313135832e-003	1.560087e+000	4.990085e+000
2.847985882062650e-003	1.520141e+000	4.999813e+000
2.945494075329211e-003	5.450593e-001	4.999753e+000
3.000000003000004e-003	0.000000e+000	4.998612e+000
3.001100724215472e-003	1.100721e-002	4.999616e+000
3.003302166646406e-003	3.302164e-002	5.000227e+000
3.139791597364355e-003	1.397916e+000	5.000192e+000
3.151998628614356e-003	1.519986e+000	4.990398e+000
3.163676907960354e-003	1.636769e+000	4.907222e+000
3.168748073352298e-003	1.687481e+000	4.750761e+000
3.173813685874635e-003	1.738137e+000	4.431991e+000
3.179117938448361e-003	1.791179e+000	3.949254e+000
3.186154411670915e-003	1.861544e+000	3.088750e+000
3.200227358116025e-003	2.002274e+000	1.034883e+000
3.204266752931340e-003	2.042667e+000	4.619685e-001
3.205663673085215e-003	2.056637e+000	3.484120e-001
3.206950410778255e-003	2.069504e+000	3.165361e-001
3.207599343267107e-003	2.075993e+000	3.051645e-001
3.208723744520570e-003	2.087237e+000	2.890283e-001
3.210300776596869e-003	2.103008e+000	2.705758e-001
3.212511452901181e-003	2.125114e+000	2.500708e-001
3.214969477125708e-003	2.149695e+000	2.318179e-001
3.216616114325006e-003	2.166161e+000	2.214766e-001
3.218974016715784e-003	2.189740e+000	2.085165e-001
3.221320556030539e-003	2.213206e+000	1.973570e-001
3.224637057718586e-003	2.246371e+000	1.838285e-001
3.227783881066297e-003	2.277839e+000	1.729513e-001
3.233173764051099e-003	2.331738e+000	1.574133e-001
3.238353050870779e-003	2.383530e+000	1.453029e-001
3.248711624510139e-003	2.487116e+000	1.263178e-001
3.258379954016896e-003	2.583800e+000	1.127463e-001
3.275256348298707e-003	2.752563e+000	9.539993e-002
3.292955725217995e-003	2.929557e+000	8.221257e-002
3.320975421886876e-003	3.209754e+000	6.698689e-002
3.332149961691072e-003	3.321500e+000	6.218825e-002
3.347491272196513e-003	3.474913e+000	5.693456e-002
3.356718361256262e-003	3.567184e+000	5.428334e-002
3.365945450316011e-003	3.659454e+000	5.183027e-002
3.375172539375760e-003	3.751725e+000	4.957535e-002
3.384399628435509e-003	3.843996e+000	4.751857e-002
3.393626717495258e-003	3.936267e+000	4.565994e-002
3.402853806555007e-003	4.028538e+000	4.399946e-002
3.412080895614756e-003	4.120809e+000	4.253712e-002
3.445492132986968e-003	4.454921e+000	3.767865e-002
3.500000003100006e-003	5.000000e+000	3.131734e-002
3.500000752199678e-003	4.999993e+000	3.131422e-002
3.500001501299350e-003	4.999985e+000	3.131152e-002
3.500002250399022e-003	4.999978e+000	3.130926e-002
3.500002999498695e-003	4.999970e+000	3.130743e-002
3.500003748598367e-003	4.999963e+000	3.130604e-002
3.500004497698039e-003	4.999955e+000	3.130508e-002
3.500005246797711e-003	4.999948e+000	3.130455e-002
3.500010489675416e-003	4.999895e+000	3.130163e-002
3.500020975430827e-003	4.999790e+000	3.130111e-002
3.517025366180070e-003	4.829746e+000	3.295652e-002
3.534029756929313e-003	4.659702e+000	3.487993e-002
3.551034147678556e-003	4.489658e+000	3.707137e-002
3.568038538427800e-003	4.319614e+000	3.953083e-002
3.585042929177043e-003	4.149571e+000	4.225830e-002
3.602047319926286e-003	3.979527e+000	4.525379e-002
3.619051710675529e-003	3.809483e+000	4.851730e-002
3.638224031790308e-003	3.617760e+000	5.296677e-002
3.653719372204610e-003	3.462806e+000	5.730912e-002
3.658814675791238e-003	3.411853e+000	5.890977e-002
3.663909979377866e-003	3.360900e+000	6.065929e-002
3.669005282964494e-003	3.309947e+000	6.255766e-002
3.674100586551122e-003	3.258994e+000	6.460490e-002
3.679195890137750e-003	3.208041e+000	6.680101e-002
3.684291193724378e-003	3.157088e+000	6.914598e-002
3.689386497311006e-003	3.106135e+000	7.163981e-002
3.708086589700748e-003	2.919134e+000	8.343609e-002
3.739078905550003e-003	2.609211e+000	1.122638e-001
3.758332226107218e-003	2.416678e+000	1.413681e-001
3.772082888041880e-003	2.279171e+000	1.759741e-001
3.781230090004712e-003	2.187699e+000	2.137631e-001
3.787951503509171e-003	2.120485e+000	2.589414e-001
3.792121363728771e-003	2.078786e+000	3.043749e-001
3.794326737085687e-003	2.056733e+000	3.448853e-001
3.795772656877513e-003	2.042274e+000	3.971084e-001
3.796705374086388e-003	2.032946e+000	4.746946e-001
3.797803937803954e-003	2.021961e+000	6.292517e-001
3.798714063163803e-003	2.012859e+000	7.827138e-001
3.800967397633268e-003	1.990326e+000	1.162711e+000
3.803174958276303e-003	1.968251e+000	1.522277e+000
3.807590079562373e-003	1.924099e+000	2.205749e+000
3.813184045871860e-003	1.868160e+000	2.997548e+000
3.819144554083338e-003	1.808555e+000	3.709974e+000
3.827404516926348e-003	1.725955e+000	4.441829e+000
3.835547987504539e-003	1.644520e+000	4.849026e+000
3.843995234204198e-003	1.560048e+000	4.990091e+000
3.847989829362985e-003	1.520102e+000	4.999813e+000
3.945517583145974e-003	5.448242e-001	4.999753e+000
4.000000004000005e-003	4.440892e-015	4.998612e+000
4.001100725307926e-003	1.100721e-002	4.999616e+000
4.003302167923767e-003	3.302164e-002	5.000227e+000
4.139791610105923e-003	1.397916e+000	5.000192e+000
4.151998641355923e-003	1.519986e+000	4.990398e+000
4.163676918320146e-003	1.636769e+000	4.907222e+000
4.168748080551257e-003	1.687481e+000	4.750761e+000
4.173813696115963e-003	1.738137e+000	4.431990e+000
4.179117950045622e-003	1.791179e+000	3.949253e+000
4.186154421934167e-003	1.861544e+000	3.088749e+000
4.200227365711257e-003	2.002274e+000	1.034882e+000
4.204266758369494e-003	2.042668e+000	4.619682e-001
4.205663677198096e-003	2.056637e+000	3.484119e-001
4.206950410158343e-003	2.069504e+000	3.165362e-001
4.207599342160228e-003	2.075993e+000	3.051645e-001
4.208723741597028e-003	2.087237e+000	2.890284e-001
4.210300772421229e-003	2.103008e+000	2.705758e-001
4.212511450116550e-003	2.125114e+000	2.500708e-001
4.214969479150588e-003	2.149695e+000	2.318179e-001
4.216616119916490e-003	2.166161e+000	2.214766e-001
4.218974030930534e-003	2.189740e+000	2.085164e-001
4.221320574997207e-003	2.213206e+000	1.973569e-001
4.224637090103415e-003	2.246371e+000	1.838284e-001
4.227783925060130e-003	2.277839e+000	1.729511e-001
4.233173830026090e-003	2.331738e+000	1.574131e-001
4.238353139093996e-003	2.383531e+000	1.453027e-001
4.248711757229807e-003	2.487118e+000	1.263176e-001
4.258380126147397e-003	2.583801e+000	1.127461e-001
4.275256552683827e-003	2.752565e+000	9.539975e-002
4.292955977499966e-003	2.929560e+000	8.221240e-002
4.320975718573481e-003	3.209757e+000	6.698676e-002
4.332150290181883e-003	3.321503e+000	6.218813e-002
4.347491650406432e-003	3.474916e+000	5.693444e-002
4.356721971107976e-003	3.567220e+000	5.428243e-002
4.365952291809521e-003	3.659523e+000	5.182863e-002
4.375182612511065e-003	3.751826e+000	4.957305e-002
4.384412933212610e-003	3.844129e+000	4.751570e-002
4.393643253914155e-003	3.936432e+000	4.565656e-002
4.402873574615700e-003	4.028736e+000	4.399564e-002
4.412103895317244e-003	4.121039e+000	4.253294e-002
4.445467779276475e-003	4.454678e+000	3.768144e-002
4.500000004100007e-003	5.000000e+000	3.131734e-002
4.500000753200329e-003	4.999993e+000	3.131421e-002
4.500001502300652e-003	4.999985e+000	3.131152e-002
4.500002251400973e-003	4.999978e+000	3.130926e-002
4.500003000501295e-003	4.999970e+000	3.130743e-002
4.500003749601617e-003	4.999963e+000	3.130604e-002
4.500004498701939e-003	4.999955e+000	3.130508e-002
4.500005247802261e-003	4.999948e+000	3.130455e-002
4.500010490684514e-003	4.999895e+000	3.130163e-002
4.500020976449019e-003	4.999790e+000	3.130111e-002
4.517025445183129e-003	4.829746e+000	3.295652e-002
4.534029913917238e-003	4.659701e+000	3.487995e-002
4.551034382651348e-003	4.489656e+000	3.707140e-002
4.568038851385457e-003	4.319612e+000	3.953087e-002
4.585043320119567e-003	4.149567e+000	4.225837e-002
4.602047788853676e-003	3.979522e+000	4.525389e-002
4.619052257587786e-003	3.809478e+000	4.851743e-002
4.638224734192385e-003	3.617753e+000	5.296696e-002
4.653720155919473e-003	3.462799e+000	5.730936e-002
4.658816481703015e-003	3.411835e+000	5.891035e-002
4.663912807486557e-003	3.360872e+000	6.066027e-002
4.669009133270099e-003	3.309909e+000	6.255915e-002
4.674105459053640e-003	3.258946e+000	6.460696e-002
4.679201784837182e-003	3.207982e+000	6.680372e-002
4.684298110620724e-003	3.157019e+000	6.914942e-002
4.689394436404266e-003	3.106056e+000	7.164406e-002
4.708101815178090e-003	2.918982e+000	8.344647e-002
4.739084044060408e-003	2.609160e+000	1.122690e-001
4.758334912607225e-003	2.416651e+000	1.413729e-001
4.772083998108752e-003	2.279160e+000	1.759773e-001
4.781230524688472e-003	2.187695e+000	2.137652e-001
4.787951810809019e-003	2.120482e+000	2.589442e-001
4.792121569331420e-003	2.078784e+000	3.043780e-001
4.794326888334413e-003	2.056731e+000	3.448891e-001
4.795772774369898e-003	2.042272e+000	3.971154e-001
4.796705475739113e-003	2.032945e+000	4.747051e-001
4.797803950082156e-003	2.021960e+000	6.292534e-001
4.798713977086295e-003	2.012860e+000	7.826991e-001
4.800967377135931e-003	1.990326e+000	1.162707e+000
4.803175213702944e-003	1.968248e+000	1.522317e+000
4.807590886836971e-003	1.924091e+000	2.205869e+000
4.813184637060466e-003	1.868154e+000	2.997628e+000
4.819145062866881e-003	1.808549e+000	3.710032e+000
4.827404890688581e-003	1.725951e+000	4.441860e+000
4.835548079241844e-003	1.644519e+000	4.849030e+000
4.843995571442532e-003	1.560044e+000	4.990092e+000
4.847990169069508e-003	1.520098e+000	4.999813e+000
4.945519603897088e-003	5.448040e-001	4.999753e+000
5.000000005000008e-003	0.000000e+000	4.998612e+000
5.001100726316166e-003	1.100721e-002	4.999616e+000
5.003302168948481e-003	3.302164e-002	5.000227e+000
5.139791612151998e-003	1.397916e+000	5.000192e+000
5.151998643401998e-003	1.519986e+000	4.990398e+000
5.163676920154909e-003	1.636769e+000	4.907222e+000
5.168748082102825e-003	1.687481e+000	4.750761e+000
5.173813697944367e-003	1.738137e+000	4.431990e+000
5.179117951997609e-003	1.791179e+000	3.949252e+000
5.186154423781049e-003	1.861544e+000	3.088749e+000
5.200227367347931e-003	2.002274e+000	1.034882e+000
5.204266759805916e-003	2.042668e+000	4.619681e-001
5.205663678508696e-003	2.056637e+000	3.484118e-001
5.206950411004991e-003	2.069504e+000	3.165362e-001
5.207599342959909e-003	2.075993e+000	3.051645e-001
5.208723742217895e-003	2.087237e+000	2.890284e-001
5.210300772916872e-003	2.103008e+000	2.705758e-001
5.212511450742542e-003	2.125114e+000	2.500708e-001
5.214969480239374e-003	2.149695e+000	2.318179e-001
5.216616121349915e-003	2.166161e+000	2.214766e-001
5.218974033200345e-003	2.189740e+000	2.085164e-001
5.221320577730624e-003	2.213206e+000	1.973569e-001
5.224637094145539e-003	2.246371e+000	1.838284e-001
5.227783930233174e-003	2.277839e+000	1.729511e-001
5.233173837342986e-003	2.331738e+000	1.574131e-001
5.238353148581720e-003	2.383531e+000	1.453027e-001
5.248711771059187e-003	2.487118e+000	1.263176e-001
5.258380143817347e-003	2.583801e+000	1.127461e-001
5.275256573498095e-003	2.752566e+000	9.539974e-002
5.292956002982966e-003	2.929560e+000	8.221239e-002
5.320975748371821e-003	3.209757e+000	6.698675e-002
5.332150323153906e-003	3.321503e+000	6.218811e-002
5.347491688317469e-003	3.474917e+000	5.693443e-002
5.356722324988914e-003	3.567223e+000	5.428234e-002
5.365952961660358e-003	3.659530e+000	5.182847e-002
5.375183598331802e-003	3.751836e+000	4.957283e-002
5.384414235003246e-003	3.844142e+000	4.751542e-002
5.393644871674690e-003	3.936449e+000	4.565623e-002
5.402875508346134e-003	4.028755e+000	4.399527e-002
5.412106145017579e-003	4.121061e+000	4.253253e-002
5.445465398477452e-003	4.454654e+000	3.768171e-002
5.500000005100010e-003	5.000000e+000	3.131734e-002
5.500000754200331e-003	4.999993e+000	3.131421e-002
5.500001503300654e-003	4.999985e+000	3.131152e-002
5.500002252400976e-003	4.999978e+000	3.130926e-002
5.500003001501297e-003	4.999970e+000	3.130743e-002
5.500003750601619e-003	4.999963e+000	3.130604e-002
5.500004499701942e-003	4.999955e+000	3.130508e-002
5.500005248802263e-003	4.999948e+000	3.130455e-002
5.500010491684516e-003	4.999895e+000	3.130163e-002
5.500020977449022e-003	4.999790e+000	3.130111e-002
5.517025457499174e-003	4.829745e+000	3.295652e-002
5.534029937549327e-003	4.659701e+000	3.487995e-002
5.551034417599479e-003	4.489656e+000	3.707141e-002
5.568038897649633e-003	4.319611e+000	3.953088e-002
5.585043377699785e-003	4.149566e+000	4.225838e-002
5.602047857749938e-003	3.979521e+000	4.525390e-002
5.619052337800090e-003	3.809477e+000	4.851745e-002
5.638224811447578e-003	3.617752e+000	5.296697e-002
5.653720238706035e-003	3.462798e+000	5.730939e-002
5.658816704191866e-003	3.411833e+000	5.891042e-002
5.663913169677697e-003	3.360868e+000	6.066040e-002
5.669009635163528e-003	3.309904e+000	6.255934e-002
